Date,LMCADS03,DXY,COMXCOPR,SPX,BCOM,MXWD,CL1,XAU,XAG,LMCADY RETURN,True Values,LMCADY,Predictions,PREDICTED PRICE,ACTUAL FUTURE PRICE,ERROR,ERROR%,xpc_chg,act_chg
2/24/2022,9864,97.14,71657,4288.7,115.267,681.96,92.81,1903.89,24.2175,0.001210593,0.045816308,9918.5,0.049706638,10423.97392,10194.25,229.7239,0.022534657,505.47,275.75
2/25/2022,9873,96.62,71496,4384.65,112.3975,698.53,91.59,1889.34,24.2739,-5.04121E-05,0.076079352,9918,0.05050704,10431.79473,10383.5,48.2947,0.004651103,513.79,465.50
2/28/2022,9883.5,96.71,70886,4373.94,114.5522,698.02,95.72,1908.99,24.45,0.000100822,0.033362037,9919,0.06588675,10594.54091,10702,107.4591,0.010041029,675.54,783.00
3/1/2022,10061.5,97.41,70389,4306.26,119.2955,688.59,103.41,1945.28,25.3769,0.017290921,0.006789228,10092,0.030898245,10408.69251,10255.5,153.1925,0.014937596,316.69,163.50
3/2/2022,10166,97.39,70127,4386.54,122.1001,694.98,110.6,1928.72,25.2965,0.010080805,-0.022845238,10194.25,0.011109024,10308.12954,10160.75,147.3795,0.01450479,113.88,-33.50
3/3/2022,10351,97.79,70157,4363.49,122.9271,690.75,107.67,1935.95,25.1748,0.018394172,-0.028177756,10383.5,-0.0235604,10141.71999,9964,177.7200,0.017836209,-241.78,-419.50
3/4/2022,10674,98.65,69884,4328.87,127.0295,679.32,115.68,1970.7,25.7005,0.030212632,-0.052883046,10702,-0.015938189,10532.7816,10095,437.7816,0.043366181,-169.22,-607.00
3/7/2022,10281.5,99.29,69786,4201.09,130.8658,660.77,119.4,1998.11,25.662,-0.042616493,-0.0358351,10255.5,-0.006259992,10191.50118,10150.75,40.7512,0.004014598,-64.00,-104.75
3/8/2022,10209,99.06,69574,4170.7,132.6339,655.47,123.7,2050.76,26.4059,-0.009281889,-0.030325033,10160.75,-0.029728696,9863.129999,9894.5,31.3700,0.003170448,-297.62,-266.25
3/9/2022,10001.5,97.97,69507,4277.88,125.8394,672.53,108.7,1991.83,25.775,-0.019553661,0.009190874,9964,-0.025691018,9711.274979,9857.25,145.9750,0.014808899,-252.73,-106.75
3/10/2022,10117,98.51,69565,4259.52,125.1253,671.23,106.02,1996.98,25.9125,0.013061654,0.013430945,10095,-0.022858912,9866.856771,10056,189.1432,0.018808993,-228.14,-39.00
3/11/2022,10183.5,99.12,69770,4204.31,126.392,663.53,109.33,1988.46,25.8708,0.005507343,0.01721423,10150.75,0.003299509,10184.2978,10231.5,47.2022,0.004613419,33.55,80.75
3/14/2022,9935,99,69571,4173.11,123.799,658.61,103.01,1950.88,25.0462,-0.025568547,0.038663722,9894.5,0.035949305,10256.6713,10327,70.3287,0.006810177,362.17,432.50
3/15/2022,9904,99.1,71167,4262.45,121.899,664.83,96.44,1917.94,24.8932,-0.003771822,0.039996881,9857.25,0.03699582,10228.75677,10284.55,55.7932,0.005424956,371.51,427.30
3/16/2022,10054,98.62,71973,4357.86,120.6707,683.17,95.04,1927.29,25.0898,0.019962246,0.037762426,10056,0.023000563,10289.97411,10259.5,30.4741,0.002970331,233.97,203.50
3/17/2022,10243,97.97,72060,4411.67,124.3487,695.25,102.98,1942.89,25.379,0.017301725,0.009290628,10231.5,0.02439092,10484.12404,10443,41.1240,0.003937953,252.62,211.50
3/18/2022,10331,98.23,72648,4463.12,123.361,701.46,104.7,1921.62,24.9642,0.009290628,-0.007581685,10327,0.016170826,10495.35366,10327,168.3537,0.016302281,168.35,0.00
3/21/2022,10295,98.5,72995,4461.18,125.669,700.82,112.12,1935.91,25.2072,-0.004119056,0.005473807,10284.55,0.005415855,10340.40073,10249,91.4007,0.008918015,55.85,-35.55
3/22/2022,10268,98.49,73229,4511.61,125.5496,708.21,111.76,1921.69,24.7795,-0.002438663,0.005346567,10259.5,-0.004187798,10216.62513,10341,124.3749,0.012027354,-42.87,81.50
3/23/2022,10438.5,98.62,73297,4456.24,128.8447,703.14,114.93,1943.86,25.111,0.017727792,-0.007931399,10443,-0.015149465,10285.98648,10314.5,28.5135,0.002764412,-157.01,-128.50
3/24/2022,10349.5,98.79,73345,4520.16,129.1574,708.82,112.34,1957.69,25.5336,-0.011170073,0.003915053,10327,0.008885291,10419.16726,10360.5,58.6673,0.005662589,92.17,33.50
3/25/2022,10267,98.79,73680,4543.06,129.848,709.58,113.9,1958.29,25.5262,-0.007581685,0.009129823,10249,0.009043576,10342.10799,10367.51,25.4020,0.002450155,93.11,118.51
3/28/2022,10341,99.09,73904,4575.52,126.2061,712.16,105.96,1922.8,24.877,0.008936436,0.010652852,10341,0.003953407,10381.9631,10343,38.9631,0.003767098,40.96,2.00
3/29/2022,10316.5,98.4,74229,4631.6,123.6243,723.16,104.24,1919.43,24.7718,-0.002565904,0.011423187,10314.5,0.012455307,10443.77366,10451.75,7.9763,0.000763158,129.27,137.25
3/30/2022,10367.5,97.79,74523,4602.45,126.4538,721.11,107.82,1932.87,24.873,0.004449826,-0.007143839,10360.5,0.006412562,10427.15082,10433,5.8492,0.000560642,66.65,72.50
3/31/2022,10375,98.31,74733,4530.41,124.4109,711.56,100.28,1937.44,24.793,0.000676379,-0.005126205,10367.51,-0.007462019,10290.43537,10286.75,3.6854,0.000358264,-77.07,-80.76
4/1/2022,10353.5,98.63,74331,4545.86,123.8774,712.67,99.27,1925.68,24.63,-0.002366915,-0.003705008,10343,-0.007268085,10268.09872,10314.5,46.4013,0.004498645,-74.90,-28.50
4/4/2022,10469,99,74518,4582.64,125.5651,718.79,103.28,1932.73,24.538,0.010459466,-0.026172526,10451.75,-0.013910912,10307.36323,10304.75,2.6132,0.000253595,-144.39,-147.00
4/5/2022,10455,99.47,74730,4525.12,126.2058,711.83,101.96,1923.6,24.3218,-0.001795569,-0.010284663,10433,-0.023035863,10195.41385,10181.75,13.6638,0.001341994,-237.59,-251.25
4/6/2022,10305,99.6,75052,4481.15,124.5122,703.14,96.23,1925.35,24.46,-0.0141172,-0.00026737,10286.75,0.002427371,10311.75008,10326.25,14.4999,0.00140418,25.00,39.50
4/7/2022,10311.5,99.75,75371,4500.21,124.9259,702.39,96.03,1931.86,24.5993,0.002694013,-0.001649525,10314.5,0.010560172,10424.00005,10284,140.0000,0.013613384,109.50,-30.50
4/8/2022,10323.5,99.8,75373,4488.28,126.4148,702.13,98.26,1947.54,24.7735,-0.000945718,-0.000703807,10304.75,0.007778244,10385.21539,10297.5,87.7154,0.008518125,80.47,-7.25
4/11/2022,10200.5,99.93,75485,4412.53,125.9407,692.77,94.29,1953.52,25.098,-0.012008052,0.011304245,10181.75,0.007421065,10257.59049,10297.5,39.9095,0.00387565,75.84,115.75
4/12/2022,10342.5,100.29,78309,4397.45,128.8055,690.06,100.6,1966.76,25.372,0.014092295,-0.004343033,10326.25,0.007838422,10407.50956,10297.5,110.0096,0.010683133,81.26,-28.75
4/13/2022,10299,99.88,78859,4446.59,131.0126,695.91,104.25,1977.8,25.7325,-0.004099907,-0.008593803,10284,0.003329366,10318.29626,10281.5,36.7963,0.00357888,34.30,-2.50
4/14/2022,10315,100.32,79330,4392.59,132.4326,690.71,106.95,1973.71,25.67,0.001311858,-0.0024794,10297.5,-0.004800272,10248.18765,10196,52.1877,0.005118444,-49.31,-101.50
4/15/2022,10315,100.5,79330,4392.59,132.4326,690.21,106.95,1978.24,25.5475,0,-0.018054702,10297.5,-0.002190482,10274.9682,10272,2.9682,0.00028896,-22.53,-25.50
4/18/2022,10315,100.78,80116,4391.69,134.9936,688.63,108.21,1978.91,25.865,0,-0.051173191,10297.5,-0.02310526,10062.30121,10113.25,50.9488,0.005037825,-235.20,-184.25
4/19/2022,10304.5,100.96,80470,4462.21,131.3248,694.23,102.56,1950.09,25.181,-0.001554984,-0.041505089,10281.5,-0.049604993,9783.929285,9783.8,0.1293,1.32142E-05,-497.57,-497.70
4/20/2022,10223,100.39,80880,4459.45,131.0292,696.27,102.75,1957.77,25.2045,-0.008350677,-0.032850306,10196,-0.045988545,9737.719391,9863.5,125.7806,0.012752127,-458.28,-332.50
4/21/2022,10285,100.58,80746,4393.66,131.2995,688.47,103.79,1951.62,24.6615,0.00742626,-0.057708318,10272,-0.037939683,9889.583821,9866.5,23.0838,0.002339616,-382.42,-405.50
4/22/2022,10110,101.22,80599,4271.78,129.0307,671.63,102.07,1931.6,24.1425,-0.015575302,-0.034478803,10113.25,-0.030660806,9807.875048,9696,111.8750,0.011538268,-305.37,-417.25
4/25/2022,9769,101.75,81321,4296.12,126.8343,668.61,98.54,1897.83,23.6215,-0.033118489,-0.001360315,9783.8,-0.031030163,9484.869015,9770.5,285.6310,0.029234019,-298.93,-13.30
4/26/2022,9860,102.3,82655,4175.2,128.2956,655.01,101.7,1905.51,23.483,0.008113119,-0.047519871,9863.5,-0.02208356,9648.066332,9770.5,122.4337,0.012530952,-215.43,-93.00
4/27/2022,9856,102.95,83240,4183.96,129.6554,653.9,102.02,1886.1,23.3025,0.000304105,-0.041227489,9866.5,-0.050795212,9377.844776,9405.75,27.9052,0.002966826,-488.66,-460.75
4/28/2022,9697,103.62,83756,4287.5,129.1717,665.8,105.36,1894.45,23.1545,-0.017431751,-0.019106706,9696,-0.024655249,9459.865643,9468,8.1344,0.000859142,-236.13,-228.00
4/29/2022,9769.5,102.96,84014,4131.93,129.4827,653.67,104.69,1896.93,22.7768,0.007654212,-0.037488424,9770.5,-0.03483796,9435.976601,9512.5,76.5234,0.00804451,-334.52,-258.00
5/2/2022,9769.5,103.74,83504,4155.38,128.971,653.57,105.17,1863.02,22.6405,0,-0.055782467,9770.5,-0.026025483,9519.498405,9411,108.4984,0.011528892,-251.00,-359.50
5/3/2022,9410,103.47,83552,4175.48,128.6199,656.13,102.41,1868.12,22.5715,-0.038046437,-0.018239381,9405.75,-0.032210447,9107.613913,9240.4,132.7861,0.014370167,-298.14,-165.35
5/4/2022,9473.5,102.59,83325,4300.17,131.4432,667.08,107.81,1881.22,22.9803,0.006596487,-0.011605957,9468,-0.033234857,9158.503891,9235.75,77.2461,0.008363816,-309.50,-232.25
5/5/2022,9489.5,103.75,83161,4146.87,132.4048,650.08,108.26,1877.18,22.51,0.004689032,-0.043947768,9512.5,-0.013554065,9384.436806,9358.75,25.6868,0.002744683,-128.06,-153.75
5/6/2022,9414.5,103.66,85980,4123.34,130.3436,643.67,109.77,1883.81,22.3596,-0.010727505,-0.024351049,9411,-0.023843922,9189.258944,9103.5,85.7589,0.009420437,-221.74,-307.50
5/9/2022,9237.5,103.65,85317,3991.24,124.7593,623.77,103.09,1854.17,21.798,-0.018294043,0.001632795,9240.4,-0.00063435,9234.540213,9184.6,49.9402,0.005437386,-5.86,-55.80
5/10/2022,9228.5,103.92,84598,4001.05,124.6191,624.38,99.76,1838.27,21.2645,-0.000503352,0.016164029,9235.75,0.004889128,9281.015328,9255.5,25.5153,0.002756775,45.27,19.75
5/11/2022,9340,103.85,84133,3935.18,127.4119,619.54,105.71,1852.4,21.5727,0.013229911,-0.011677372,9358.75,0.008017462,9434.085017,9386.25,47.8350,0.005096286,75.34,27.50
5/12/2022,9090,104.85,83472,3930.08,127.1488,615.27,106.13,1821.82,20.6791,-0.02765278,0.038466281,9103.5,-0.010090689,9012.101326,9250.1,237.9987,0.025729308,-91.40,146.60
5/13/2022,9159,104.56,83115,4023.89,128.3122,629.19,110.49,1811.79,21.1144,0.008869213,0.028592388,9184.6,0.020665584,9376.37992,9460.5,84.1201,0.008891716,191.78,275.90
5/16/2022,9238.5,104.19,82491,4008.01,130.8399,627.86,114.2,1824.14,21.6205,0.007689801,0.035346494,9255.5,0.010962887,9357.525224,9451,93.4748,0.009890464,102.03,195.50
5/17/2022,9366,103.36,81184,4088.85,131.6289,640.43,112.4,1815.16,21.6343,0.014027883,0.007720817,9386.25,0.026103782,9634.492563,9588.5,45.9926,0.004796638,248.24,202.25
5/18/2022,9235,103.81,81045,3923.68,129.6334,623.64,109.59,1816.6,21.423,-0.01461149,0.012558512,9250.1,0.020775003,9444.280926,9459,14.7191,0.001556092,194.18,208.90
5/19/2022,9415.5,102.72,80953,3900.79,131.1103,619.58,112.21,1841.85,21.9275,0.022490874,-0.012230292,9460.5,-0.000841587,9452.54152,9367,85.5415,0.009132222,-7.96,-93.50
5/20/2022,9422,103.15,79742,3901.36,130.5458,621.89,113.23,1846.5,21.775,-0.00100468,0.000264487,9451,-0.008113787,9374.626856,9345.5,29.1269,0.003116672,-76.37,-105.50
5/23/2022,9548,102.08,79943,3973.75,132.3495,631.44,110.29,1853.59,21.7945,0.014443908,-0.005333067,9588.5,-0.000531931,9583.400934,9453.5,129.9009,0.013741041,-5.10,-135.00
5/24/2022,9453.5,101.86,80584,3941.48,131.9297,625.72,109.77,1866.45,22.1167,-0.013597795,-0.001428232,9459,0.013371306,9586.328561,9537.5,48.8286,0.005119639,127.33,78.50
5/25/2022,9373,102.06,80259,3978.73,132.105,629.97,110.33,1853.46,21.989,-0.009773795,0.013941017,9367,0.008139892,9443.557531,9445.5,1.9425,0.00020565,76.56,78.50
5/26/2022,9353,101.83,80574,4057.84,133.2613,639.3,114.09,1850.63,22.0142,-0.00229793,0.016238947,9345.5,0.014912919,9485.913067,9498.5,12.5869,0.00132515,140.41,153.00
5/27/2022,9459,101.67,80050,4158.24,133.8715,652.84,115.07,1853.72,22.1133,0.011490099,0.004748848,9453.5,0.017219951,9617.698494,9498.5,119.1985,0.012549191,164.20,45.00
5/30/2022,9543,101.67,80050,4158.24,133.8715,656.87,115.07,1855.23,21.974,0.008846353,0.021317682,9537.5,0.001963476,9556.245051,9498.5,57.7451,0.006079386,18.75,-39.00
5/31/2022,9447.5,101.75,79652,4132.15,131.343,652.81,114.67,1837.35,21.55,-0.009692959,0.026510125,9445.5,0.024845101,9683.11395,9743,59.8860,0.006146572,237.61,297.50
6/1/2022,9499.5,102.5,79143,4101.23,132.8027,647.87,115.26,1846.6,21.8323,0.005595454,0.024727277,9498.5,0.029177958,9779.729737,9699.25,80.4797,0.008297522,281.23,200.75
6/2/2022,9499.5,101.82,79712,4176.82,133.8311,656.45,116.87,1868.58,22.3068,0,0.012720768,9498.5,0.024430884,9733.414654,9736.3,2.8853,0.000296349,234.91,237.80
6/3/2022,9499.5,102.14,79291,4108.54,133.8178,649.16,118.87,1851.19,21.9255,0,-0.005410198,9498.5,0.000631536,9504.500535,9620.1,115.5995,0.012016452,6.00,121.60
6/6/2022,9745,102.44,79490,4121.43,136.3127,652.13,118.5,1841.43,22.0725,0.025415187,-0.048095035,9743,-0.026300348,9490.096019,9447.25,42.8460,0.00453529,-252.90,-295.75
6/7/2022,9699,102.32,79315,4160.68,136.4088,654.61,119.41,1852.37,22.235,-0.004500516,-0.050809109,9699.25,-0.048593126,9239.201248,9285.5,46.2988,0.004986134,-460.05,-413.75
6/8/2022,9730,102.54,79577,4115.77,136.0384,650.94,122.11,1853.36,22.0521,0.003812606,-0.053998181,9736.3,-0.05806002,9187.107556,9218.75,31.6424,0.003432401,-549.19,-517.55
6/9/2022,9615,103.22,80186,4017.82,136.6096,637.77,121.51,1847.95,21.6917,-0.012006509,-0.057808,9620.1,-0.046524342,9182.782999,9224.5,41.7170,0.004522413,-437.32,-395.60
6/10/2022,9447.5,104.15,80549,3900.86,135.4343,620.31,120.67,1871.6,21.8895,-0.018130966,-0.052172522,9447.25,-0.05182706,8970.098292,9079.75,109.6517,0.012076512,-477.15,-367.50
6/13/2022,9294,105.08,79989,3749.63,133.2447,597.64,120.93,1819.26,21.0782,-0.01726965,-0.032396814,9285.5,-0.04251019,8899.043986,8967,67.9560,0.007578456,-386.46,-318.50
6/14/2022,9230.5,105.52,80420,3735.48,129.0639,593.77,118.93,1808.49,21.0485,-0.00721459,-0.024516113,9218.75,-0.03387782,8911.66982,8989.5,77.8302,0.008657899,-307.08,-229.25
6/15/2022,9230,105.16,80420,3789.99,129.4447,600.3,115.31,1833.82,21.688,0.000623534,-0.050127173,9224.5,-0.023654178,9008.862454,8995.49,13.3725,0.001486573,-215.64,-229.01
6/16/2022,9074.5,103.63,80420,3666.77,130.3233,585.78,117.59,1857.33,21.9558,-0.015816329,-0.07817216,9079.75,-0.031438205,8798.739338,8773.5,25.2393,0.00287677,-281.01,-306.25
6/17/2022,8961.5,104.7,80420,3674.84,126.7754,584.55,109.56,1839.39,21.6735,-0.012495487,-0.067583933,8967,-0.057527922,8465.704608,8397,68.7046,0.008182042,-501.30,-570.00
6/20/2022,8977.5,104.7,80420,3674.84,126.7754,586.16,109.56,1838.74,21.7475,0.002506058,-0.065536479,8989.5,-0.049108226,8558.705941,8381,177.7059,0.021203429,-430.79,-608.50
6/21/2022,8995,104.44,80420,3764.79,126.329,597.33,110.65,1832.98,21.687,0.000666111,-0.073264914,8995.49,-0.06003933,8471.300261,8419.25,52.0503,0.006182292,-524.19,-576.24
6/22/2022,8773,104.2,79427,3759.89,124.7315,594.43,106.19,1837.72,21.4187,-0.024987526,-0.043593398,8773.5,-0.050950214,8337.685006,8360,22.3150,0.002669258,-435.81,-413.50
6/23/2022,8409,104.43,79114,3795.73,120.9108,596.99,104.27,1822.77,20.954,-0.043861315,-0.01714628,8397,-0.012027024,8296.613962,8399.25,102.6360,0.012219667,-100.39,2.25
6/24/2022,8381,104.19,78779,3911.74,121.3129,612.67,107.62,1826.88,21.1645,-0.00190726,-0.041507062,8381,-0.024068208,8181.692458,8254.25,72.5575,0.008790325,-199.31,-126.75
6/27/2022,8417.5,103.94,78581,3900.11,121.844,614.59,109.57,1822.85,21.161,0.004553512,-0.051266727,8419.25,-0.040608626,8084.204731,8040.25,43.9547,0.005466836,-335.05,-379.00
6/28/2022,8365.5,104.51,76158,3821.55,122.6985,606.71,111.76,1820.01,20.84,-0.007062324,-0.08774022,8360,-0.042036034,8015.862517,7998.5,17.3625,0.002170722,-344.14,-361.50
6/29/2022,8401,105.11,75509,3818.83,122.2785,603.5,109.78,1817.73,20.744,0.004683989,-0.112406409,8399.25,-0.07988821,7754.351783,7657.75,96.6018,0.012614904,-644.90,-741.50
6/30/2022,8258,104.69,74345,3785.38,117.0482,596.77,105.76,1807.27,20.279,-0.017414197,-0.054235499,8254.25,-0.08235068,7601.742818,7506.25,95.4928,0.012721774,-652.51,-748.00
7/1/2022,8048,105.14,73505,3825.33,117.1284,599.08,108.43,1811.43,19.8765,-0.026268042,-0.030977675,8040.25,-0.028806234,7811.944771,7818.5,6.5552,0.000838425,-228.31,-221.75
7/4/2022,8006,105.14,73505,3825.33,117.1284,600.71,108.43,1808.15,19.9861,-0.005206153,-0.054763775,7998.5,-0.005205001,7956.975961,7795,161.9760,0.020779469,-41.52,-203.50
7/5/2022,7670,106.54,73505,3831.39,111.8706,597.74,99.5,1764.76,19.2145,-0.043535817,-0.043060795,7657.75,-0.003638142,7629.940638,7572.25,57.6906,0.007618692,-27.81,-85.50
7/6/2022,7520.5,107.1,73216,3845.08,110.7525,598.51,98.53,1738.86,19.208,-0.0199822,-0.026424336,7506.25,-0.03243588,7266.684439,7335,68.3156,0.009313642,-239.57,-171.25
7/7/2022,7822.5,107.13,70822,3902.62,115.1385,607.89,102.73,1740.16,19.22,0.040756713,-0.087982739,7818.5,-0.043558866,7485.245785,7310.5,174.7458,0.023903397,-333.25,-508.00
7/8/2022,7805.5,107.01,69973,3899.38,115.9131,608.58,104.79,1742.48,19.315,-0.003010218,-0.082426882,7795,-0.06716942,7288.611653,7160,128.6117,0.017962521,-506.39,-635.00
7/11/2022,7584.5,108.02,69850,3854.43,116.3843,600.82,104.09,1733.96,19.122,-0.028992253,-0.021524866,7572.25,-0.029925855,7349.001063,7178.25,170.7511,0.023787283,-223.25,-394.00
7/12/2022,7354,108.07,67981,3818.8,111.9622,596.1,95.84,1726,18.9375,-0.031832838,-0.011035446,7335,0.008370573,7396.65584,7411,14.3442,0.001935523,61.66,76.00
7/13/2022,7325.5,107.96,67870,3801.78,113.6652,594.35,96.3,1735.51,19.2155,-0.003345741,0.006476486,7310.5,0.005517492,7350.947106,7254.5,96.4471,0.013294797,40.45,-56.00
7/14/2022,7170,108.54,66606,3790.38,111.7193,589.09,95.78,1709.94,18.4248,-0.02080169,0.019912162,7160,0.025685543,7346.290735,7358,11.7093,0.001591365,186.29,198.00
7/15/2022,7190.5,108.06,66070,3863.16,113.4684,598.71,97.59,1708.17,18.7131,0.00254564,0.034873925,7178.25,0.006907165,7228.002983,7304,75.9970,0.010404849,49.75,125.75
7/18/2022,7426.5,107.37,65098,3830.85,117.1397,599.81,102.6,1709.22,18.6985,0.031909762,0.007092586,7411,0.004361615,7443.394521,7433,10.3945,0.001398429,32.39,22.00
7/19/2022,7277.5,106.68,64487,3936.69,116.0464,612.33,104.22,1711.67,18.7609,-0.021343417,0.035977416,7254.5,0.017222604,7380.523492,7463.75,83.2265,0.011150763,126.02,209.25
7/20/2022,7378,107.08,63824,3959.9,117.5544,616.02,102.26,1696.58,18.6789,0.014166191,0.035939204,7358,0.02392455,7536.159534,7520.25,15.9095,0.002115559,178.16,162.25
7/21/2022,7322,106.91,63361,3998.95,115.8556,620.42,96.35,1718.81,18.8587,-0.007366013,0.061300896,7304,0.047647938,7660.44504,7627.25,33.1950,0.004352164,356.45,323.25
7/22/2022,7452.5,106.73,62598,3961.63,116.5236,617.71,94.7,1727.64,18.5999,0.017507402,0.064881107,7433,0.055599883,7857.978843,7765.75,92.2288,0.01187636,424.98,332.75
7/25/2022,7479,106.48,61785,3966.84,118.072,617.56,96.7,1719.78,18.4389,0.004128423,0.046786419,7463.75,0.06212665,7942.154761,7931.25,10.9048,0.001374911,478.40,467.50
7/26/2022,7536.5,107.19,61341,3921.05,119.3385,612.23,94.98,1717.32,18.6261,0.007541413,0.037645518,7520.25,0.033642307,7777.552415,7821.25,43.6976,0.005587033,257.30,301.00
7/27/2022,7637,106.45,61341,4023.61,119.9368,622.69,97.26,1734.19,19.0876,0.014127979,0.00581739,7627.25,0.011961542,7719.031501,7808.75,89.7185,0.011489483,91.78,181.50
7/28/2022,7762,106.35,61115,4072.43,120.2881,630.42,96.42,1755.84,20.0122,0.017995678,-0.005882769,7765.75,-0.016570402,7638.128689,7671.75,33.6213,0.004382483,-127.62,-94.00
7/29/2022,7917.5,105.9,60891,4130.29,121.827,637.72,98.62,1765.94,20.3584,0.021087613,-0.00870603,7931.25,-0.01917166,7780.643077,7720.2,60.4431,0.007829211,-150.61,-211.05
8/1/2022,7819.5,105.45,60740,4118.63,119.8033,638.4,93.89,1772.17,20.3635,-0.013966264,0.02093953,7821.25,0.001152859,7830.272,7862.5,32.2280,0.004098951,9.02,41.25
8/2/2022,7806.5,106.24,60590,4091.19,117.7836,633.32,94.42,1760.39,19.978,-0.001599489,0.021756166,7808.75,0.02987163,8045.528971,7986.75,58.7790,0.007359561,236.78,178.00
8/3/2022,7677.5,106.51,60240,4155.17,117.8687,639,90.66,1765.29,20.063,-0.017700149,0.051968401,7671.75,0.037782922,7967.156654,7980.5,13.3433,0.001671994,295.41,308.75
8/4/2022,7727.5,105.69,60090,4151.94,118.0448,640.94,88.54,1791.28,20.1785,0.006295519,0.056077691,7720.2,0.044736907,8073.419944,8080.98,7.5601,0.000935537,353.22,360.78
8/5/2022,7870.5,106.62,59414,4145.19,117.8512,639.53,89.01,1775.5,19.8953,0.018264352,0.027905871,7862.5,0.039424114,8178.663378,8165.5,13.1634,0.001612072,316.16,303.00
8/8/2022,7987.5,106.44,59014,4140.06,117.2995,640.83,90.76,1788.96,20.668,0.015679297,-0.001848516,7986.75,0.024648657,8186.058919,8085,101.0589,0.012499557,199.31,98.25
8/9/2022,7983,106.37,58613,4122.47,118.657,637.7,90.5,1794.29,20.5257,-0.000782852,-0.000689417,7980.5,-0.000372962,7977.524132,7972,5.5241,0.000692942,-2.98,-8.50
8/10/2022,8085.5,105.2,58035,4210.24,120.7119,649.75,91.93,1792.38,20.5886,0.012512086,-0.019459287,8080.98,-0.010925483,7993.171937,7975,18.1719,0.002278613,-87.81,-105.98
8/11/2022,8173,105.09,57437,4207.27,123.6355,650.71,94.34,1789.72,20.3115,0.010404809,-0.014836106,8165.5,-0.022639027,7982.717837,7925.25,57.4678,0.007251233,-182.78,-240.25
8/12/2022,8091.5,105.63,57146,4280.15,123.2038,657.57,92.09,1802.4,20.824,-0.009907469,0.001958501,8085,-0.001543552,8072.530012,8045.25,27.2800,0.003390822,-12.47,-39.75
8/15/2022,7980,106.55,56436,4297.14,121.3813,659.09,89.41,1779.71,20.2727,-0.014075091,0.01297368,7972,0.015164631,8093.81373,8100.85,7.0363,0.000868584,121.81,128.85
8/16/2022,7979,106.5,55922,4305.2,121.544,659.44,86.53,1775.69,20.1482,0.000376246,0.024249055,7975,0.015345834,8098.326883,8076.1,22.2269,0.00275218,123.33,101.10
8/17/2022,7924.5,106.57,55460,4274.04,121.3616,655.07,88.11,1761.77,19.8008,-0.006257784,0.016642546,7925.25,0.03103294,8175.049771,8170.75,4.2998,0.000526239,249.80,245.50
8/18/2022,8031.5,107.48,55160,4283.74,121.4756,655.39,90.5,1758.61,19.539,0.01502799,0.015019789,8045.25,0.006492019,8097.649822,8058.25,39.3998,0.004889377,52.40,13.00
8/19/2022,8078.5,108.17,54648,4228.48,122.3162,646.81,90.77,1747.06,19.0475,0.006887139,0.010731205,8100.85,0.008585442,8170.69879,8167,3.6988,0.000452895,69.85,66.15
8/22/2022,8027,109.05,54123,4137.99,123.3756,635.46,90.23,1736.3,18.989,-0.003059912,0.013791117,8076.1,-0.004247023,8041.873347,8188.25,146.3767,0.017876427,-34.23,112.15
8/23/2022,8120,108.62,54048,4128.73,123.9199,634.11,93.74,1748.15,19.1169,0.011651621,-0.034584413,8170.75,0.000623647,8175.847255,8188.25,12.4027,0.0015147,5.10,17.50
8/24/2022,8034.5,108.68,53547,4140.77,124.7489,634.97,94.89,1751.19,19.1125,-0.013864293,-0.026756292,8058.25,-0.034854673,7782.22073,7893,110.7793,0.014035129,-276.03,-165.25
8/25/2022,8129,108.47,53321,4199.12,124.1499,642.97,92.52,1758.71,19.2485,0.013405233,-0.065134593,8167,-0.045735188,7801.893467,7845.5,43.6065,0.005558159,-365.11,-321.50
8/26/2022,8160.5,108.8,52664,4057.66,124.5972,627.9,93.06,1738.14,18.8966,0.002598555,-0.062649386,8188.25,-0.06135059,7700.995528,7652,48.9955,0.00640297,-487.25,-536.25
8/29/2022,8160.5,108.84,52052,4030.61,125.605,621.52,97.01,1737.09,18.7625,0,-0.057461979,8188.25,-0.05591503,7742.968722,7691,51.9687,0.006757083,-445.28,-497.25
8/30/2022,7864,108.77,51712,3986.16,122.5635,616.75,91.64,1724.02,18.425,-0.036723909,-0.018154423,7893,-0.031537473,7647.959022,7731,83.0410,0.010741298,-245.04,-162.00
8/31/2022,7801.5,108.7,51077,3955,121.6412,613.11,89.55,1711.04,17.992,-0.006036172,-0.018914614,7845.5,-0.01649355,7717.161145,7751,33.8389,0.004365741,-128.34,-94.50
9/1/2022,7597,109.69,50720,3966.85,119.4641,608.31,86.61,1697.52,17.809,-0.024973067,0.034297884,7652,0.005015624,7690.475963,7698.5,8.0240,0.001042286,38.48,46.50
9/2/2022,7633,109.53,50074,3924.26,119.1003,606.98,86.87,1712.19,18.0415,0.005083762,0.029845315,7691,0.026057763,7894.044205,7919,24.9558,0.003151382,203.04,228.00
9/5/2022,7653.5,109.53,50074,3924.26,119.1003,604.93,86.87,1710.4,18.1565,0.005187406,0.044091769,7731,0.022801496,7909.303433,7924,14.6966,0.00185469,178.30,193.00
9/6/2022,7683,110.21,49600,3908.19,117.4672,602.32,86.88,1702.14,18.0187,0.002583647,0.030900666,7751,0.044960976,8107.445551,8079.5,27.9456,0.003458822,356.45,328.50
